Week,Airports,Class,Passengers,Date
1987 W41,MEL-OOL,Economy,2697,05-10-1987
1987 W42,MEL-OOL,Economy,2543,12-10-1987
1987 W43,MEL-OOL,Economy,2665,19-10-1987
1987 W44,MEL-OOL,Economy,2498,26-10-1987
1987 W45,MEL-OOL,Economy,1985,02-11-1987
1987 W46,MEL-OOL,Economy,1988,09-11-1987
1987 W47,MEL-OOL,Economy,2216,16-11-1987
1987 W48,MEL-OOL,Economy,1831,23-11-1987
1987 W49,MEL-OOL,Economy,1640,30-11-1987
1987 W50,MEL-OOL,Economy,1841,07-12-1987
1987 W51,MEL-OOL,Economy,4072,14-12-1987
1987 W52,MEL-OOL,Economy,3857,21-12-1987
1987 W53,MEL-OOL,Economy,3307,28-12-1987
1988 W01,MEL-OOL,Economy,4448,04-01-1988
1988 W02,MEL-OOL,Economy,4029,11-01-1988
1988 W03,MEL-OOL,Economy,2978,18-01-1988
1988 W04,MEL-OOL,Economy,2218,25-01-1988
1988 W05,MEL-OOL,Economy,2151,01-02-1988
1988 W06,MEL-OOL,Economy,2181,08-02-1988
1988 W07,MEL-OOL,Economy,1721,15-02-1988
1988 W08,MEL-OOL,Economy,1821,22-02-1988
1988 W09,MEL-OOL,Economy,1866,29-02-1988
1988 W10,MEL-OOL,Economy,1582,07-03-1988
1988 W11,MEL-OOL,Economy,1818,14-03-1988
1988 W12,MEL-OOL,Economy,3020,21-03-1988
1988 W13,MEL-OOL,Economy,2549,28-03-1988
1988 W14,MEL-OOL,Economy,2232,04-04-1988
1988 W15,MEL-OOL,Economy,1270,11-04-1988
1988 W16,MEL-OOL,Economy,1638,18-04-1988
1988 W17,MEL-OOL,Economy,1801,25-04-1988
1988 W18,MEL-OOL,Economy,1777,02-05-1988
1988 W19,MEL-OOL,Economy,1985,09-05-1988
1988 W20,MEL-OOL,Economy,1824,16-05-1988
1988 W21,MEL-OOL,Economy,1737,23-05-1988
1988 W22,MEL-OOL,Economy,1810,30-05-1988
1988 W23,MEL-OOL,Economy,1916,06-06-1988
1988 W24,MEL-OOL,Economy,3293,13-06-1988
1988 W25,MEL-OOL,Economy,3108,20-06-1988
1988 W26,MEL-OOL,Economy,3656,27-06-1988
1988 W27,MEL-OOL,Economy,3298,04-07-1988
1988 W28,MEL-OOL,Economy,2824,11-07-1988
1988 W29,MEL-OOL,Economy,2651,18-07-1988
1988 W30,MEL-OOL,Economy,2749,25-07-1988
1988 W31,MEL-OOL,Economy,2914,01-08-1988
1988 W32,MEL-OOL,Economy,3162,08-08-1988
1988 W33,MEL-OOL,Economy,3277,15-08-1988
1988 W34,MEL-OOL,Economy,2943,22-08-1988
1988 W35,MEL-OOL,Economy,4000,29-08-1988
1988 W36,MEL-OOL,Economy,4835,05-09-1988
1988 W37,MEL-OOL,Economy,4295,12-09-1988
1988 W38,MEL-OOL,Economy,4207,19-09-1988
1988 W39,MEL-OOL,Economy,3436,26-09-1988
1988 W40,MEL-OOL,Economy,2615,03-10-1988
1988 W41,MEL-OOL,Economy,2689,10-10-1988
1988 W42,MEL-OOL,Economy,2309,17-10-1988
1988 W43,MEL-OOL,Economy,1981,24-10-1988
1988 W44,MEL-OOL,Economy,2101,31-10-1988
1988 W45,MEL-OOL,Economy,1981,07-11-1988
1988 W46,MEL-OOL,Economy,1854,14-11-1988
1988 W47,MEL-OOL,Economy,1653,21-11-1988
1988 W48,MEL-OOL,Economy,1501,28-11-1988
1988 W49,MEL-OOL,Economy,1632,05-12-1988
1988 W50,MEL-OOL,Economy,2851,12-12-1988
1988 W51,MEL-OOL,Economy,3405,19-12-1988
1988 W52,MEL-OOL,Economy,4212,26-12-1988
1989 W01,MEL-OOL,Economy,4180,02-01-1989
1989 W02,MEL-OOL,Economy,3747,09-01-1989
1989 W03,MEL-OOL,Economy,2867,16-01-1989
1989 W04,MEL-OOL,Economy,2181,23-01-1989
1989 W05,MEL-OOL,Economy,1651,30-01-1989
1989 W06,MEL-OOL,Economy,1777,06-02-1989
1989 W07,MEL-OOL,Economy,1441,13-02-1989
1989 W08,MEL-OOL,Economy,1575,20-02-1989
1989 W09,MEL-OOL,Economy,1386,27-02-1989
1989 W10,MEL-OOL,Economy,1755,06-03-1989
1989 W11,MEL-OOL,Economy,2816,13-03-1989
1989 W12,MEL-OOL,Economy,2553,20-03-1989
1989 W13,MEL-OOL,Economy,2493,27-03-1989
1989 W14,MEL-OOL,Economy,1725,03-04-1989
1989 W15,MEL-OOL,Economy,1354,10-04-1989
1989 W16,MEL-OOL,Economy,1149,17-04-1989
1989 W17,MEL-OOL,Economy,1523,24-04-1989
1989 W18,MEL-OOL,Economy,1143,01-05-1989
1989 W19,MEL-OOL,Economy,1057,08-05-1989
1989 W20,MEL-OOL,Economy,1281,15-05-1989
1989 W21,MEL-OOL,Economy,1224,22-05-1989
1989 W22,MEL-OOL,Economy,1535,29-05-1989
1989 W23,MEL-OOL,Economy,1694,05-06-1989
1989 W24,MEL-OOL,Economy,2107,12-06-1989
1989 W25,MEL-OOL,Economy,2876,19-06-1989
1989 W26,MEL-OOL,Economy,3432,26-06-1989
1989 W27,MEL-OOL,Economy,2782,03-07-1989
1989 W28,MEL-OOL,Economy,1856,10-07-1989
1989 W29,MEL-OOL,Economy,1939,17-07-1989
1989 W30,MEL-OOL,Economy,1754,24-07-1989
1989 W31,MEL-OOL,Economy,1717,31-07-1989
1989 W32,MEL-OOL,Economy,1858,07-08-1989
1989 W33,MEL-OOL,Economy,855,14-08-1989
1989 W34,MEL-OOL,Economy,0,21-08-1989
1989 W35,MEL-OOL,Economy,0,28-08-1989
1989 W36,MEL-OOL,Economy,0,04-09-1989
1989 W37,MEL-OOL,Economy,0,11-09-1989
1989 W38,MEL-OOL,Economy,0,18-09-1989
1989 W39,MEL-OOL,Economy,0,25-09-1989
1989 W40,MEL-OOL,Economy,0,02-10-1989
1989 W41,MEL-OOL,Economy,0,09-10-1989
1989 W42,MEL-OOL,Economy,0,16-10-1989
1989 W43,MEL-OOL,Economy,0,23-10-1989
1989 W44,MEL-OOL,Economy,0,30-10-1989
1989 W45,MEL-OOL,Economy,0,06-11-1989
1989 W46,MEL-OOL,Economy,0,13-11-1989
1989 W47,MEL-OOL,Economy,186,20-11-1989
1989 W48,MEL-OOL,Economy,548,27-11-1989
1989 W49,MEL-OOL,Economy,840,04-12-1989
1989 W50,MEL-OOL,Economy,2258,11-12-1989
1989 W51,MEL-OOL,Economy,2415,18-12-1989
1989 W52,MEL-OOL,Economy,2414,25-12-1989
1990 W01,MEL-OOL,Economy,2887,01-01-1990
1990 W02,MEL-OOL,Economy,2681,08-01-1990
1990 W03,MEL-OOL,Economy,2536,15-01-1990
1990 W04,MEL-OOL,Economy,1985,22-01-1990
1990 W05,MEL-OOL,Economy,1414,29-01-1990
1990 W06,MEL-OOL,Economy,1563,05-02-1990
1990 W07,MEL-OOL,Economy,1354,12-02-1990
1990 W08,MEL-OOL,Economy,1252,19-02-1990
1990 W09,MEL-OOL,Economy,1479,26-02-1990
1990 W10,MEL-OOL,Economy,1442,05-03-1990
1990 W11,MEL-OOL,Economy,1654,12-03-1990
1990 W12,MEL-OOL,Economy,1432,19-03-1990
1990 W13,MEL-OOL,Economy,1635,26-03-1990
1990 W14,MEL-OOL,Economy,2812,02-04-1990
1990 W15,MEL-OOL,Economy,2419,09-04-1990
1990 W16,MEL-OOL,Economy,2134,16-04-1990
1990 W17,MEL-OOL,Economy,1871,23-04-1990
1990 W18,MEL-OOL,Economy,1429,30-04-1990
1990 W19,MEL-OOL,Economy,1465,07-05-1990
1990 W20,MEL-OOL,Economy,1416,14-05-1990
1990 W21,MEL-OOL,Economy,1485,21-05-1990
1990 W22,MEL-OOL,Economy,1455,28-05-1990
1990 W23,MEL-OOL,Economy,1525,04-06-1990
1990 W24,MEL-OOL,Economy,1413,11-06-1990
1990 W25,MEL-OOL,Economy,1743,18-06-1990
1990 W26,MEL-OOL,Economy,2020,25-06-1990
1990 W27,MEL-OOL,Economy,2482,02-07-1990
1990 W28,MEL-OOL,Economy,2563,09-07-1990
1990 W29,MEL-OOL,Economy,2281,16-07-1990
1990 W30,MEL-OOL,Economy,1767,23-07-1990
1990 W31,MEL-OOL,Economy,1792,30-07-1990
1990 W32,MEL-OOL,Economy,2085,06-08-1990
1990 W33,MEL-OOL,Economy,1848,13-08-1990
1990 W34,MEL-OOL,Economy,1570,20-08-1990
1990 W35,MEL-OOL,Economy,1971,27-08-1990
1990 W36,MEL-OOL,Economy,2306,03-09-1990
1990 W37,MEL-OOL,Economy,3369,10-09-1990
1990 W38,MEL-OOL,Economy,2621,17-09-1990
1990 W39,MEL-OOL,Economy,3714,24-09-1990
1990 W40,MEL-OOL,Economy,2863,01-10-1990
1990 W41,MEL-OOL,Economy,2007,08-10-1990
1990 W42,MEL-OOL,Economy,1769,15-10-1990
1990 W43,MEL-OOL,Economy,1919,22-10-1990
1990 W44,MEL-OOL,Economy,1734,29-10-1990
1990 W45,MEL-OOL,Economy,1712,05-11-1990
1990 W46,MEL-OOL,Economy,1772,12-11-1990
1990 W47,MEL-OOL,Economy,1601,19-11-1990
1990 W48,MEL-OOL,Economy,1586,26-11-1990
1990 W49,MEL-OOL,Economy,1795,03-12-1990
1990 W50,MEL-OOL,Economy,2810,10-12-1990
1990 W51,MEL-OOL,Economy,4287,17-12-1990
1990 W52,MEL-OOL,Economy,3964,24-12-1990
1991 W01,MEL-OOL,Economy,4353,31-12-1991
1991 W02,MEL-OOL,Economy,3690,07-01-1991
1991 W03,MEL-OOL,Economy,2954,14-01-1991
1991 W04,MEL-OOL,Economy,2489,21-01-1991
1991 W05,MEL-OOL,Economy,1679,28-01-1991
1991 W06,MEL-OOL,Economy,1645,04-02-1991
1991 W07,MEL-OOL,Economy,1482,11-02-1991
1991 W08,MEL-OOL,Economy,1371,18-02-1991
1991 W09,MEL-OOL,Economy,1558,25-02-1991
1991 W10,MEL-OOL,Economy,1469,04-03-1991
1991 W11,MEL-OOL,Economy,1226,11-03-1991
1991 W12,MEL-OOL,Economy,2286,18-03-1991
1991 W13,MEL-OOL,Economy,2004,25-03-1991
1991 W14,MEL-OOL,Economy,1894,01-04-1991
1991 W15,MEL-OOL,Economy,1819,08-04-1991
1991 W16,MEL-OOL,Economy,1984,15-04-1991
1991 W17,MEL-OOL,Economy,1645,22-04-1991
1991 W18,MEL-OOL,Economy,1507,29-04-1991
1991 W19,MEL-OOL,Economy,1449,06-05-1991
1991 W20,MEL-OOL,Economy,1343,13-05-1991
1991 W21,MEL-OOL,Economy,1262,20-05-1991
1991 W22,MEL-OOL,Economy,1706,27-05-1991
1991 W23,MEL-OOL,Economy,1655,03-06-1991
1991 W24,MEL-OOL,Economy,1538,10-06-1991
1991 W25,MEL-OOL,Economy,1641,17-06-1991
1991 W26,MEL-OOL,Economy,2448,24-06-1991
1991 W27,MEL-OOL,Economy,2463,01-07-1991
1991 W28,MEL-OOL,Economy,2718,08-07-1991
1991 W29,MEL-OOL,Economy,2119,15-07-1991
1991 W30,MEL-OOL,Economy,1911,22-07-1991
1991 W31,MEL-OOL,Economy,1745,29-07-1991
1991 W32,MEL-OOL,Economy,1929,05-08-1991
1991 W33,MEL-OOL,Economy,2215,12-08-1991
1991 W34,MEL-OOL,Economy,2249,19-08-1991
1991 W35,MEL-OOL,Economy,2483,26-08-1991
1991 W36,MEL-OOL,Economy,2359,02-09-1991
1991 W37,MEL-OOL,Economy,3352,09-09-1991
1991 W38,MEL-OOL,Economy,3243,16-09-1991
1991 W39,MEL-OOL,Economy,3374,23-09-1991
1991 W40,MEL-OOL,Economy,2446,30-09-1991
1991 W41,MEL-OOL,Economy,2344,07-10-1991
1991 W42,MEL-OOL,Economy,2231,14-10-1991
1991 W43,MEL-OOL,Economy,2242,21-10-1991
1991 W44,MEL-OOL,Economy,2124,28-10-1991
1991 W45,MEL-OOL,Economy,2269,04-11-1991
1991 W46,MEL-OOL,Economy,2137,11-11-1991
1991 W47,MEL-OOL,Economy,2238,18-11-1991
1991 W48,MEL-OOL,Economy,2284,25-11-1991
1991 W49,MEL-OOL,Economy,2159,02-12-1991
1991 W50,MEL-OOL,Economy,2742,09-12-1991
1991 W51,MEL-OOL,Economy,4850,16-12-1991
1991 W52,MEL-OOL,Economy,4520,23-12-1991
1992 W01,MEL-OOL,Economy,4570,30-12-1992
1992 W02,MEL-OOL,Economy,4407,06-01-1992
1992 W03,MEL-OOL,Economy,2611,13-01-1992
1992 W04,MEL-OOL,Economy,2191,20-01-1992
1992 W05,MEL-OOL,Economy,1850,27-01-1992
1992 W06,MEL-OOL,Economy,1878,03-02-1992
1992 W07,MEL-OOL,Economy,1836,10-02-1992
1992 W08,MEL-OOL,Economy,1593,17-02-1992
1992 W09,MEL-OOL,Economy,1587,24-02-1992
1992 W10,MEL-OOL,Economy,1826,02-03-1992
1992 W11,MEL-OOL,Economy,1463,09-03-1992
1992 W12,MEL-OOL,Economy,1962,16-03-1992
1992 W13,MEL-OOL,Economy,1444,23-03-1992
1992 W14,MEL-OOL,Economy,1856,30-03-1992
1992 W15,MEL-OOL,Economy,2053,06-04-1992
1992 W16,MEL-OOL,Economy,2300,13-04-1992
1992 W17,MEL-OOL,Economy,1531,20-04-1992
1992 W18,MEL-OOL,Economy,1567,27-04-1992
1992 W19,MEL-OOL,Economy,1363,04-05-1992
1992 W20,MEL-OOL,Economy,1367,11-05-1992
1992 W21,MEL-OOL,Economy,1548,18-05-1992
1992 W22,MEL-OOL,Economy,1822,25-05-1992
1992 W23,MEL-OOL,Economy,1657,01-06-1992
1992 W24,MEL-OOL,Economy,1412,08-06-1992
1992 W25,MEL-OOL,Economy,2088,15-06-1992
1992 W26,MEL-OOL,Economy,1838,22-06-1992
1992 W27,MEL-OOL,Economy,1791,29-06-1992
1992 W28,MEL-OOL,Economy,2276,06-07-1992
1992 W29,MEL-OOL,Economy,1970,13-07-1992
1992 W30,MEL-OOL,Economy,1643,20-07-1992
1992 W31,MEL-OOL,Economy,1845,27-07-1992
1992 W32,MEL-OOL,Economy,1730,03-08-1992
1992 W33,MEL-OOL,Economy,1713,10-08-1992
1992 W34,MEL-OOL,Economy,1819,17-08-1992
1992 W35,MEL-OOL,Economy,1685,24-08-1992
1992 W36,MEL-OOL,Economy,1829,31-08-1992
1992 W37,MEL-OOL,Economy,2211,07-09-1992
1992 W38,MEL-OOL,Economy,1693,14-09-1992
1992 W39,MEL-OOL,Economy,1684,21-09-1992
1992 W40,MEL-OOL,Economy,2039,28-09-1992
1992 W41,MEL-OOL,Economy,1598,05-10-1992
1992 W42,MEL-OOL,Economy,2199,12-10-1992
1992 W43,MEL-OOL,Economy,1662,19-10-1992
1992 W44,MEL-OOL,Economy,1681,26-10-1992
1992 W45,MEL-OOL,Economy,1759,02-11-1992
1992 W46,MEL-OOL,Economy,1592,09-11-1992
1992 W47,MEL-OOL,Economy,1701,16-11-1992
1987 W26,MEL-OOL,First,76,22-06-1987
1987 W27,MEL-OOL,First,65,29-06-1987
1987 W28,MEL-OOL,First,53,06-07-1987
1987 W29,MEL-OOL,First,82,13-07-1987
1987 W30,MEL-OOL,First,62,20-07-1987
1987 W31,MEL-OOL,First,88,27-07-1987
1987 W32,MEL-OOL,First,62,03-08-1987
1987 W33,MEL-OOL,First,101,10-08-1987
1987 W34,MEL-OOL,First,67,17-08-1987
1987 W35,MEL-OOL,First,58,24-08-1987
1987 W36,MEL-OOL,First,106,31-08-1987
1987 W37,MEL-OOL,First,107,07-09-1987
1987 W39,MEL-OOL,First,112,21-09-1987
1987 W40,MEL-OOL,First,97,28-09-1987
1987 W41,MEL-OOL,First,103,05-10-1987
1987 W42,MEL-OOL,First,101,12-10-1987
1987 W43,MEL-OOL,First,79,19-10-1987
1987 W44,MEL-OOL,First,91,26-10-1987
1987 W45,MEL-OOL,First,68,02-11-1987
1987 W46,MEL-OOL,First,64,09-11-1987
1987 W47,MEL-OOL,First,54,16-11-1987
1987 W48,MEL-OOL,First,84,23-11-1987
1987 W49,MEL-OOL,First,44,30-11-1987
1987 W50,MEL-OOL,First,36,07-12-1987
1987 W51,MEL-OOL,First,54,14-12-1987
1987 W52,MEL-OOL,First,52,21-12-1987
1987 W53,MEL-OOL,First,71,28-12-1987
1988 W01,MEL-OOL,First,80,04-01-1988
1988 W02,MEL-OOL,First,78,11-01-1988
1988 W03,MEL-OOL,First,79,18-01-1988
1988 W04,MEL-OOL,First,48,25-01-1988
1988 W05,MEL-OOL,First,52,01-02-1988
1988 W06,MEL-OOL,First,48,08-02-1988
1988 W07,MEL-OOL,First,67,15-02-1988
1988 W08,MEL-OOL,First,35,22-02-1988
1988 W09,MEL-OOL,First,59,29-02-1988
1988 W10,MEL-OOL,First,43,07-03-1988
1988 W11,MEL-OOL,First,44,14-03-1988
1988 W12,MEL-OOL,First,89,21-03-1988
1988 W13,MEL-OOL,First,88,28-03-1988
1988 W14,MEL-OOL,First,63,04-04-1988
1988 W15,MEL-OOL,First,38,11-04-1988
1988 W16,MEL-OOL,First,94,18-04-1988
1988 W17,MEL-OOL,First,57,25-04-1988
1988 W18,MEL-OOL,First,55,02-05-1988
1988 W19,MEL-OOL,First,84,09-05-1988
1988 W20,MEL-OOL,First,84,16-05-1988
1988 W21,MEL-OOL,First,47,23-05-1988
1988 W22,MEL-OOL,First,64,30-05-1988
1988 W23,MEL-OOL,First,36,06-06-1988
1988 W24,MEL-OOL,First,101,13-06-1988
1988 W25,MEL-OOL,First,51,20-06-1988
1988 W26,MEL-OOL,First,74,27-06-1988
1988 W27,MEL-OOL,First,110,04-07-1988
1988 W28,MEL-OOL,First,60,11-07-1988
1988 W29,MEL-OOL,First,61,18-07-1988
1988 W30,MEL-OOL,First,65,25-07-1988
1988 W31,MEL-OOL,First,67,01-08-1988
1988 W32,MEL-OOL,First,110,08-08-1988
1988 W33,MEL-OOL,First,90,15-08-1988
1988 W34,MEL-OOL,First,63,22-08-1988
1988 W35,MEL-OOL,First,132,29-08-1988
1988 W36,MEL-OOL,First,111,05-09-1988
1988 W37,MEL-OOL,First,133,12-09-1988
1988 W38,MEL-OOL,First,134,19-09-1988
1988 W39,MEL-OOL,First,92,26-09-1988
1988 W40,MEL-OOL,First,54,03-10-1988
1988 W41,MEL-OOL,First,74,10-10-1988
1988 W42,MEL-OOL,First,67,17-10-1988
1988 W43,MEL-OOL,First,87,24-10-1988
1988 W44,MEL-OOL,First,60,31-10-1988
1988 W45,MEL-OOL,First,90,07-11-1988
1988 W46,MEL-OOL,First,87,14-11-1988
1988 W47,MEL-OOL,First,45,21-11-1988
1988 W48,MEL-OOL,First,57,28-11-1988
1988 W49,MEL-OOL,First,64,05-12-1988
1988 W50,MEL-OOL,First,93,12-12-1988
1988 W51,MEL-OOL,First,73,19-12-1988
1988 W52,MEL-OOL,First,108,26-12-1988
1989 W01,MEL-OOL,First,122,02-01-1989
1989 W02,MEL-OOL,First,137,09-01-1989
1989 W03,MEL-OOL,First,51,16-01-1989
1989 W04,MEL-OOL,First,53,23-01-1989
1989 W05,MEL-OOL,First,50,30-01-1989
1989 W06,MEL-OOL,First,45,06-02-1989
1989 W07,MEL-OOL,First,63,13-02-1989
1989 W08,MEL-OOL,First,46,20-02-1989
1989 W09,MEL-OOL,First,50,27-02-1989
1989 W10,MEL-OOL,First,87,06-03-1989
1989 W11,MEL-OOL,First,122,13-03-1989
1989 W12,MEL-OOL,First,101,20-03-1989
1989 W13,MEL-OOL,First,75,27-03-1989
1989 W14,MEL-OOL,First,71,03-04-1989
1989 W15,MEL-OOL,First,54,10-04-1989
1989 W16,MEL-OOL,First,35,17-04-1989
1989 W17,MEL-OOL,First,48,24-04-1989
1989 W18,MEL-OOL,First,33,01-05-1989
1989 W19,MEL-OOL,First,28,08-05-1989
1989 W20,MEL-OOL,First,44,15-05-1989
1989 W21,MEL-OOL,First,40,22-05-1989
1989 W22,MEL-OOL,First,64,29-05-1989
1989 W23,MEL-OOL,First,64,05-06-1989
1989 W24,MEL-OOL,First,79,12-06-1989
1989 W25,MEL-OOL,First,71,19-06-1989
1989 W26,MEL-OOL,First,89,26-06-1989
1989 W27,MEL-OOL,First,87,03-07-1989
1989 W28,MEL-OOL,First,58,10-07-1989
1989 W29,MEL-OOL,First,58,17-07-1989
1989 W30,MEL-OOL,First,52,24-07-1989
1989 W31,MEL-OOL,First,36,31-07-1989
1989 W32,MEL-OOL,First,73,07-08-1989
1989 W33,MEL-OOL,First,31,14-08-1989
1989 W34,MEL-OOL,First,0,21-08-1989
1989 W35,MEL-OOL,First,0,28-08-1989
1989 W36,MEL-OOL,First,0,04-09-1989
1989 W37,MEL-OOL,First,0,11-09-1989
1989 W38,MEL-OOL,First,0,18-09-1989
1989 W39,MEL-OOL,First,0,25-09-1989
1989 W40,MEL-OOL,First,0,02-10-1989
1989 W41,MEL-OOL,First,0,09-10-1989
1989 W42,MEL-OOL,First,0,16-10-1989
1989 W43,MEL-OOL,First,0,23-10-1989
1989 W44,MEL-OOL,First,0,30-10-1989
1989 W45,MEL-OOL,First,0,06-11-1989
1989 W46,MEL-OOL,First,0,13-11-1989
1989 W47,MEL-OOL,First,0,20-11-1989
1989 W48,MEL-OOL,First,0,27-11-1989
1989 W49,MEL-OOL,First,6,04-12-1989
1989 W50,MEL-OOL,First,10,11-12-1989
1989 W51,MEL-OOL,First,18,18-12-1989
1989 W52,MEL-OOL,First,5,25-12-1989
1990 W01,MEL-OOL,First,28,01-01-1990
1990 W02,MEL-OOL,First,14,08-01-1990
1990 W03,MEL-OOL,First,23,15-01-1990
1990 W04,MEL-OOL,First,13,22-01-1990
1990 W05,MEL-OOL,First,3,29-01-1990
1990 W06,MEL-OOL,First,21,05-02-1990
1990 W07,MEL-OOL,First,18,12-02-1990
1990 W08,MEL-OOL,First,16,19-02-1990
1990 W09,MEL-OOL,First,43,26-02-1990
1990 W10,MEL-OOL,First,56,05-03-1990
1990 W11,MEL-OOL,First,36,12-03-1990
1990 W12,MEL-OOL,First,23,19-03-1990
1990 W13,MEL-OOL,First,34,26-03-1990
1990 W14,MEL-OOL,First,59,02-04-1990
1990 W15,MEL-OOL,First,73,09-04-1990
1990 W16,MEL-OOL,First,68,16-04-1990
1990 W17,MEL-OOL,First,67,23-04-1990
1990 W18,MEL-OOL,First,42,30-04-1990
1990 W19,MEL-OOL,First,42,07-05-1990
1990 W20,MEL-OOL,First,27,14-05-1990
1990 W21,MEL-OOL,First,61,21-05-1990
1990 W22,MEL-OOL,First,59,28-05-1990
1990 W23,MEL-OOL,First,66,04-06-1990
1990 W24,MEL-OOL,First,43,11-06-1990
1990 W25,MEL-OOL,First,33,18-06-1990
1990 W26,MEL-OOL,First,59,25-06-1990
1990 W27,MEL-OOL,First,36,02-07-1990
1990 W28,MEL-OOL,First,83,09-07-1990
1990 W29,MEL-OOL,First,58,16-07-1990
1990 W30,MEL-OOL,First,29,23-07-1990
1990 W31,MEL-OOL,First,58,30-07-1990
1990 W32,MEL-OOL,First,46,06-08-1990
1990 W33,MEL-OOL,First,27,13-08-1990
1990 W34,MEL-OOL,First,56,20-08-1990
1990 W35,MEL-OOL,First,38,27-08-1990
1990 W36,MEL-OOL,First,30,03-09-1990
1990 W37,MEL-OOL,First,19,10-09-1990
1990 W38,MEL-OOL,First,41,17-09-1990
1990 W39,MEL-OOL,First,39,24-09-1990
1990 W40,MEL-OOL,First,37,01-10-1990
1990 W41,MEL-OOL,First,20,08-10-1990
1990 W42,MEL-OOL,First,61,15-10-1990
1990 W43,MEL-OOL,First,29,22-10-1990
1990 W44,MEL-OOL,First,27,29-10-1990
1990 W45,MEL-OOL,First,32,05-11-1990
1990 W46,MEL-OOL,First,43,12-11-1990
1990 W47,MEL-OOL,First,23,19-11-1990
1990 W48,MEL-OOL,First,22,26-11-1990
1990 W49,MEL-OOL,First,24,03-12-1990
1990 W50,MEL-OOL,First,38,10-12-1990
1990 W51,MEL-OOL,First,52,17-12-1990
1990 W52,MEL-OOL,First,37,24-12-1990
1991 W01,MEL-OOL,First,41,31-12-1991
1991 W02,MEL-OOL,First,49,07-01-1991
1991 W03,MEL-OOL,First,81,14-01-1991
1991 W04,MEL-OOL,First,50,21-01-1991
1991 W05,MEL-OOL,First,19,28-01-1991
1991 W06,MEL-OOL,First,39,04-02-1991
1991 W07,MEL-OOL,First,19,11-02-1991
1991 W08,MEL-OOL,First,17,18-02-1991
1991 W09,MEL-OOL,First,14,25-02-1991
1991 W10,MEL-OOL,First,37,04-03-1991
1991 W11,MEL-OOL,First,17,11-03-1991
1991 W12,MEL-OOL,First,50,18-03-1991
1991 W13,MEL-OOL,First,41,25-03-1991
1991 W14,MEL-OOL,First,29,01-04-1991
1991 W15,MEL-OOL,First,55,08-04-1991
1991 W16,MEL-OOL,First,32,15-04-1991
1991 W17,MEL-OOL,First,24,22-04-1991
1991 W18,MEL-OOL,First,32,29-04-1991
1991 W19,MEL-OOL,First,13,06-05-1991
1991 W20,MEL-OOL,First,21,13-05-1991
1991 W21,MEL-OOL,First,13,20-05-1991
1991 W22,MEL-OOL,First,21,27-05-1991
1991 W23,MEL-OOL,First,13,03-06-1991
1991 W24,MEL-OOL,First,16,10-06-1991
1991 W25,MEL-OOL,First,28,17-06-1991
1991 W26,MEL-OOL,First,37,24-06-1991
1991 W27,MEL-OOL,First,33,01-07-1991
1991 W28,MEL-OOL,First,44,08-07-1991
1991 W29,MEL-OOL,First,31,15-07-1991
1991 W30,MEL-OOL,First,15,22-07-1991
1991 W31,MEL-OOL,First,37,29-07-1991
1991 W32,MEL-OOL,First,47,05-08-1991
1991 W33,MEL-OOL,First,29,12-08-1991
1991 W34,MEL-OOL,First,16,19-08-1991
1991 W35,MEL-OOL,First,12,26-08-1991
1991 W36,MEL-OOL,First,32,02-09-1991
1991 W37,MEL-OOL,First,37,09-09-1991
1991 W38,MEL-OOL,First,32,16-09-1991
1991 W39,MEL-OOL,First,19,23-09-1991
1991 W40,MEL-OOL,First,15,30-09-1991
1991 W41,MEL-OOL,First,22,07-10-1991
1991 W42,MEL-OOL,First,20,14-10-1991
1991 W43,MEL-OOL,First,64,21-10-1991
1991 W44,MEL-OOL,First,23,28-10-1991
1991 W45,MEL-OOL,First,13,04-11-1991
1991 W46,MEL-OOL,First,9,11-11-1991
1991 W47,MEL-OOL,First,7,18-11-1991
1991 W48,MEL-OOL,First,16,25-11-1991
1991 W49,MEL-OOL,First,15,02-12-1991
1991 W50,MEL-OOL,First,15,09-12-1991
1991 W51,MEL-OOL,First,27,16-12-1991
1991 W52,MEL-OOL,First,68,23-12-1991
1992 W01,MEL-OOL,First,42,30-12-1992
1992 W02,MEL-OOL,First,28,06-01-1992
1992 W03,MEL-OOL,First,27,13-01-1992
1992 W04,MEL-OOL,First,15,20-01-1992
1992 W05,MEL-OOL,First,72,27-01-1992
1992 W06,MEL-OOL,First,78,03-02-1992
1992 W07,MEL-OOL,First,88,10-02-1992
1992 W08,MEL-OOL,First,65,17-02-1992
1992 W09,MEL-OOL,First,93,24-02-1992
1992 W10,MEL-OOL,First,121,02-03-1992
1992 W11,MEL-OOL,First,28,09-03-1992
1992 W12,MEL-OOL,First,69,16-03-1992
1992 W13,MEL-OOL,First,43,23-03-1992
1992 W14,MEL-OOL,First,65,30-03-1992
1992 W15,MEL-OOL,First,84,06-04-1992
1992 W16,MEL-OOL,First,125,13-04-1992
1992 W17,MEL-OOL,First,54,20-04-1992
1992 W18,MEL-OOL,First,66,27-04-1992
1992 W19,MEL-OOL,First,73,04-05-1992
1992 W20,MEL-OOL,First,93,11-05-1992
1992 W21,MEL-OOL,First,92,18-05-1992
1992 W22,MEL-OOL,First,120,25-05-1992
1992 W23,MEL-OOL,First,83,01-06-1992
1992 W24,MEL-OOL,First,44,08-06-1992
